name,ts,lec_seats,lab_seats,disc_seats,sem_seats,WL,min_indx,Open
EECS 496 - Major Design Experience-Professionalism,1586274881.37438,396,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586274881.765664,95,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586274882.197335,470,39,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586274885.106824,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586275205.5555232,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586275205.921355,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586275206.580493,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586275206.981149,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586275207.432859,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586275207.859413,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586275208.6733398,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586275209.28136,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586275209.909898,44,0,44,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586275210.506834,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586275211.232945,620,0,615,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586275211.68984,57,57,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586275212.2541509,912,0,564,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586275212.7438028,363,363,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586275216.4649541,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586275217.067594,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586275217.477163,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586275217.914351,13,13,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586275218.2934191,37,37,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586275218.868734,52,0,52,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586275219.518265,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586275219.943564,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586275220.375345,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586275220.966221,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586275221.352013,34,34,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586275221.684855,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586275222.080621,19,0,19,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586275222.551334,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586275222.982948,243,0,158,0,0,disc_seats,1
EECS 442 - Computer Vision,1586275223.365261,131,0,131,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586275223.868469,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586275224.429499,301,0,301,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586275224.8190248,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586275225.222285,24,0,24,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586275225.8886201,76,76,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586275226.263492,46,0,46,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586275226.7211468,95,95,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586275227.074494,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586275227.483932,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586275227.9496262,40,40,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586275228.451624,41,41,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586275228.94683,74,0,74,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586275229.3349261,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586275229.966861,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586275230.39445,149,0,149,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586275230.8197398,228,228,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586275231.207581,69,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586275231.671422,339,0,339,0,0,disc_seats,1
EECS 485 - Web Systems,1586275232.289609,489,409,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586275232.714093,105,0,105,0,0,disc_seats,1
EECS 490 - Programming Languages,1586275233.199011,153,0,153,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586275233.5942311,148,0,148,0,0,disc_seats,1
EECS 493 - User Interface Development,1586275234.013547,212,0,212,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586275234.3733828,70,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586275234.787359,57,0,57,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586275235.165271,396,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586275235.6477308,95,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586275236.126694,470,39,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586275238.182299,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586276106.027671,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586276106.648534,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586276107.2578702,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586276107.650887,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586276108.3471959,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586276108.87009,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586276109.5511491,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586276110.364087,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586276110.9933739,44,0,44,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586276111.8077881,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586276112.325035,620,0,615,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586276112.761856,56,56,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586276113.346623,912,0,564,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586276113.7985458,363,363,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586276116.917672,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586276117.394093,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586276117.865525,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586276118.373366,13,13,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586276118.7720802,37,37,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586276119.3124511,52,0,52,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586276120.0081122,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586276120.469034,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586276120.81682,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586276121.9816551,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586276122.4215539,34,34,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586276122.833205,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586276123.250068,19,0,19,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586276123.667048,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586276124.109329,243,0,158,0,0,disc_seats,1
EECS 442 - Computer Vision,1586276124.5130649,131,0,131,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586276126.620436,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586276127.024666,302,0,302,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586276127.790207,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586276128.195094,24,0,24,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586276128.8285189,75,75,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586276129.24087,46,0,46,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586276129.868008,95,95,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586276130.439809,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586276130.85024,27,27,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586276131.281554,40,40,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586276131.819118,41,41,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586276132.2608461,74,0,74,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586276132.672818,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586276133.0324202,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586276133.430339,149,0,149,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586276133.8792791,227,227,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586276134.222372,69,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586276134.692925,339,0,339,0,0,disc_seats,1
EECS 485 - Web Systems,1586276135.641498,489,409,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586276136.016834,105,0,105,0,0,disc_seats,1
EECS 490 - Programming Languages,1586276136.487805,153,0,153,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586276136.859982,147,0,147,0,0,disc_seats,1
EECS 493 - User Interface Development,1586276137.311629,212,0,212,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586276137.7192261,69,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586276138.106018,57,0,57,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586276138.4825752,396,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586276138.989187,94,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586276139.4261398,470,39,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586276142.474804,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586277005.299523,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586277005.657253,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586277006.039387,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586277006.418993,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586277007.130202,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586277007.517261,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586277008.0908868,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586277008.696964,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586277009.084536,44,0,44,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586277009.767505,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586277010.487278,620,0,615,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586277010.897108,56,56,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586277011.910431,912,0,564,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586277012.405385,363,363,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586277015.402276,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586277015.968864,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586277019.83392,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586277020.2718568,13,13,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586277020.74081,37,37,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586277021.186111,51,0,51,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586277021.8437681,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586277022.254719,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586277022.675047,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586277023.2934961,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586277023.89643,34,34,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586277024.330095,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586277024.7660758,19,0,19,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586277025.43358,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586277026.95976,242,0,157,0,0,disc_seats,1
EECS 442 - Computer Vision,1586277028.185388,131,0,131,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586277028.812709,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586277030.262135,302,0,302,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586277030.653365,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586277031.429612,24,0,24,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586277032.087408,75,75,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586277032.522149,46,0,46,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586277033.1570601,95,95,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586277033.722398,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586277034.4331038,26,26,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586277035.038662,40,40,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586277036.229099,41,41,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586277037.2391622,74,0,74,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586277038.181458,50,0,50,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586277039.308525,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586277039.826955,149,0,149,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586277040.4627478,226,226,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586277041.279552,69,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586277041.943199,339,0,339,0,0,disc_seats,1
EECS 485 - Web Systems,1586277042.826998,485,405,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586277043.568243,105,0,105,0,0,disc_seats,1
EECS 490 - Programming Languages,1586277043.952733,153,0,153,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586277044.358046,147,0,147,0,0,disc_seats,1
EECS 493 - User Interface Development,1586277045.0270998,212,0,212,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586277045.584084,69,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586277046.433107,57,0,57,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586277046.785354,395,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586277047.238838,94,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586277047.66536,470,39,60,0,0,lab_seats,1
EECS 499 - Advanced Directed Study,1586277049.987988,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586277906.821779,25,25,0,0,0,lab_seats,1
EECS 301 - Probabilistic Methods in Engineering,1586277907.3662138,64,0,64,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586277907.873693,30,21,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586277908.42459,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586277908.996207,157,157,157,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586277909.6876202,54,0,54,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586277910.247817,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586277910.742864,24,0,24,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586277911.305782,44,0,44,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586277911.8171809,56,56,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586277912.8960378,619,0,614,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586277913.568637,56,56,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586277914.1404018,911,0,563,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586277914.629977,363,363,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586277918.159169,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586277918.8520262,26,0,26,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586277919.4580538,0,0,0,0,0,null,0
EECS 411 - M-Wave Circ I,1586277920.094676,13,13,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586277920.691354,37,37,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586277921.204353,51,0,51,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586277921.911787,22,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586277922.336572,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586277922.939512,23,0,23,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586277924.5189319,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586277926.598571,34,34,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586277927.3925078,32,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586277927.95917,19,0,19,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586277928.6243289,5,5,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586277929.142532,242,0,157,0,0,disc_seats,1
EECS 442 - Computer Vision,1586277929.585933,131,0,131,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586277930.209098,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586277930.764006,301,0,301,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586277931.252306,29,29,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586277931.720271,24,0,24,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586277934.179496,75,75,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586277934.737835,46,0,46,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586277935.874486,95,95,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586277936.498406,37,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586277936.8877509,26,26,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586277937.362539,40,40,0,0,0,lab_seats,1
